id,description
477,"L/s runshade top - Power pasta feed, one last gear check, and try to get some sleep - every advantage helps when you're running the Grand Canyon rim-to-rim-to-rim, 40-plus miles of leg-pounding descents and lung-burning climbs. The comfortable-wearing Runshade Top is made from lightweight, breathable 100% polyester jersey (now more durable) that wicks moisture, provides 30-UPF sun protection, and dries quickly. The improved deep center-front zip vents body heat, and the stand-up mini-mock neck is now taller for additional sun protection. Updated raglan sleeves and side panels reduce seam chafing from your hydration pack straps, and the left-side zippered stealth pocket holds essentials. A reflective heat-transfer logo keeps you visible. Recyclable through the Common Threads Recycling Program.Details: ""Moisture-wicking, Runshade fabric throughout is super soft and provides 30-UPF sun protection"" ""2"""" collar band offers great neck protection from the sun with minimal bulk"" Deep center-front zipper is clean-finished for next-to-skin comfort Raglan sleeves and side panels keep seams out of the way of pack straps Zippered pocket (left side) for secure storage Reflective heat-transfer logoFabric: 4.3-oz 100% polyester jersey. Recyclable through the Common Threads Recycling ProgramWeight: (219 g 7.6 oz)Made in Vietnam."
478,"L/s sol patrol shirt - Two-week boat trips in Indo or Bali can get a bit overdone. To forestall sunstroke, wear the Long-Sleeved Sol Patrol Shirt. It has endured the travel-test for function-forward UV protection in sweltering spots the world over. The 100% polyester ripstop fabric provides air conditioning and 30-UPF sun protection, while a new cooling mesh center back vent and side arm vents allow for maximum ventilation. The double-layer collar stands up for extra sun protection or stays put with hidden snaps at collar points. Recyclable through the Common Threads Recycling Program.Details: ""Lightweight, quick-drying polyester"" Provides 30-UPF sun protection Double-layer collar converts to stand up collar for extra sun protection Collar stays put and crisp thanks to hidden snaps at collar points Cooling mesh center back vent and side arm vents facilitate flow-through ventilation ""Mesh-lined button-through chest pockets, with inset zippered pocket at right"" Self-fabric tab secures rolled-up sleeves; button cuffsFabric: 2.4-oz 100% polyester ripstop with 30-UPF sun protection. Recyclable through the Common Threads Recycling ProgramWeight: (253 g 8.8 oz)Made in Vietnam."
479,"Bimini cap - South of Kanab, temperatures take a decidedly upward swing. In these sun-exposed landscapes, our Bimini provides a welcome retreat. Its cool 4.3-oz, 100% nylon fabric sheds water, dries quickly, and has a light hand to temper tropical glare. A supple rear drape shields ears and neck from searing rays. Details: a generous, floatable foam bill with a dark underside to cut glare, a moisture-wicking Coolmax headband and elastic webbing with an adjustable buckle to fine-tune the fit.Details: Fixed drape covers entire back of neck Adjustable rear buckle with elastic for snug fit Coolmax headband to wick moisture Dark underbill reduces glareFabric: 4.3-oz 100% nylon with DWR (durable water repellent) finishWeight: (100 g 3.5 oz)Made in China."
480,"Borderless messenger shorts - Pair these lightweight, stretchy capris with your next dicey lead or off-the-deck bouldering topout. They're wickedly durable and sun protective (40-UPF), and they allow a whole range of nomadic motion with their limber combination of 95% nylon (60% recycled) and 5% spandex. For backpacking and trekking, a partially-elasticized waistband rides incognito under a waist belt; the gusseted crotch won't restrict your stride. Pocketing details include two wide-entry front, two zippered back and a hidden zip security pocket. Inseam (size 32) is 22"". Recyclable through the Common Threads Recycling Program.Details: ""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance"" Provides 40-UPF sun protection Partially elasticized waistband for wide range of motion ""Generous wide-entry drop-in front pockets; left front pocket has an internal hidden zip security pocket; zippered, welted back pockets"" Gusseted crotch ""Inseam is 22""""""Fabric: 4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: (291 g 10.1 oz)Made in Vietnam."
481,"Duck pants - reg - Essential wear for splitting logs, driving nails or applying a little more chewing gum to the crack in the U-joint. Our classic do-alls come in a substantial but light and supple 8-oz organic cotton canvas. With style that is dictated by function, they have a flat front, slant side-entry front pockets and welted, button-through rear pockets. Garment-washed. Inseam (size 32) is 32"" for the regular version; 30"" for the short; 34"" for the long. Recyclable through the Common Threads Recycling Program.Details: Supple organic cotton Classic flat-front styling ""Slant side-entry front pockets; welted, button-through rear pockets"" ""Inseam is 32""""""Fabric: 8-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling ProgramWeight: 524 g (18.5 oz)Made in Thailand."
482,"Duck pants - short - Essential wear for splitting logs, driving nails or applying a little more chewing gum to the crack in the U-joint. Our classic do-alls come in a substantial but light and supple 8-oz organic cotton canvas. With style that is dictated by function, they have a flat front, slant side-entry front pockets and welted, button-through rear pockets. Garment-washed. Inseam (size 32) is 32"" for the regular version; 30"" for the short; 34"" for the long. Recyclable through the Common Threads Recycling Program.Details: Supple organic cotton Classic flat-front styling ""Slant side-entry front pockets; welted, button-through rear pockets"" ""Inseam is 30""""""Fabric: 8-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling ProgramWeight: 510 g (18 oz)Made in Thailand."
483,"Duck shorts - Sometimes life requires a welder. Other times a really good scotch. Be ready for whatever comes at you with the versatile (and wickedly comfortable) Duck Shorts. The basket-weave canvas, amiable to shop projects or meeting clients, is made from 8-oz 100% organic cotton canvas that feels light and supple on the skin. The classic, flat-front styling includes slant-entry front pockets and welted, button-through back pockets.Inseam (size 32) is 10"". Recyclable through the Common Threads Recycling Program.Details: Supple yet durable organic cotton Zip fly with button closure Classic flat-front styling Slant side-entry front pockets ""Welted, button-through back pockets"" ""Inseam is 10""""""Fabric: 8-oz 100% organic cotton basket-weave canvas. Recyclable through the Common Threads Recycling ProgramWeight: (403 g 14 oz)Made in Thailand."
484,"Borderless trek pants - The Ruby Crest trail runs two directions: up and down. To keep you moving in this shifting terrain, our Borderless Trek Pants have a stretchy blend of 95% nylon (60% recycled) and 5% spandex, woven into a soft, flexible fabric that's equal parts tough and comfortable  and offers 40-UPF sun protection. The waist includes a partially elasticized band for a motion-friendly fit; the gusseted crotch ensures dexterity for stream crossings and talus hopping. Six pockets round out the generous pocket brigade. Inseam (size 32) is 32"". Recyclable through the Common Threads Recycling Program.Details: ""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance"" Provides 40-UPF sun protection Partially elasticized waistband supports wide range of motion Generous wide-entry drop-in front pockets; left front pocket has an internal hidden zip security pocket; additional welted front zip pocket on lower right pocket; zippered welted back pockets Gusseted crotch ""Inseam is 32""""""Fabric: 4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: (328 g 11.4 oz)Made in Vietnam."
485,"Borderless trek zip-off pants - Made for technical performance across the wide spectrum of mountain temperatures, these versatile pants have zip-off legs that quickly go from full-coverage pants to shorts to match the prevailing conditions. The 95% nylon (60% recycled) and 5% spandex fabric lends durability in rough terrain, with excellent airflow, generous stretch for mobility and 40-UPF sun protection. Other motion-inspired features include a gusseted crotch and partially elasticized waistband. Pockets: two in front, two in back, one on the thigh and a hidden zip-security pocket. Pants inseam (size 32) is 32""; shorts inseam is 12 1/2"". Recyclable through the Common Threads Recycling Program.Details: ""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance"" Provides 40-UPF sun protection Partially elasticized waistband supports wide range of motion Pockets; left front pocket has an internal hidden zip security pocket; additional welted front zip pocket on lower right pocket; zippered welted back pockets Gusseted crotch; zip-off legs convert pants to shorts ""Pants inseam is 32""""; shorts inseam is 12 1/2""""""Fabric: 4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: (366 g 12.7 oz)Made in Vietnam."
486,"Half mass - Sized for riding a bike and finely tuned to hold a day's worth of gear, the Half-Mass has a main compartment that's padded on the backside and along the contoured base to protect contents and provide structure. Inside, a removable padded computer sleeve cradles a 17"" laptop off the ground, and can be paired with the removable external waist strap to create an independent laptop sling. The cover flap overlaps the sides of the bag to keep out rain; its pocket closes with a water-resistant zipper. External side pocket for a cell phone, keys and power brick. Features a topside carrying handle, an adjustable shoulder strap, a stowable waist strap and a reflective strip for better visibility in low light. Made from 600-denier polyester (100% recycled) with a polyurethane coating and DWR (durable water repellent) finish.Details: Main compartment has removable/modular padded computer sleeve that attaches to the removable waistbelt to create an on-the-go computer sling and free up valuable space internally; large elastic stuff pocket holds jacket or sweater ""Padded, fully suspended computer sleeve holds 15"""" - 17"""" laptop safely above ground; internal zippered security pocket and organization for pens; outside pocket on cover flap is accessed via water resistant zipper"" ""External side pocket for easy-access to water bottle, cell phone, keys or power brick; light-colored lining makes contents easy to find"" Topside carrying handle; padded shoulder strap is fully adjustable; detachable waistbelt secures bag for serious pedaling; stows when not needed Flap overlaps sides to keep out rain Reflective strip improves visibility in low light ""Holds 15""""- 17"""" laptop""Fabric: 8.4-oz 600-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finishWeight: (1038 g 36 oz)Made in Vietnam."
